,opp_0,opp_1,opp_2,opp_3,opp_4,opp_5,opp_6,opp_7,opp_8,opp_9,opp_10
my_0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
my_1,7.0,3.0,1.745660570528814,1.1306126211194,0.7644504556333716,0.5209758632366108,0.3470241681793098,0.2163021803641576,0.11431111447090392,0.032397441997865206,-0.03492482740593206
my_2,6.0,3.2543394294711865,2.0,1.2793367687018264,0.8102814528534714,0.47988730791025613,0.2340822672477545,0.043719927740370146,-0.10830519284915607,-0.23269754763628936,-0.3365012324427892
my_3,5.0,2.8693873788806004,1.7206632312981736,1.0,0.5043864118820442,0.14179058600070782,-0.13557778959395161,-0.3550119505401721,-0.5332401767803523,-0.6810914999365729,-0.8058886540193062
my_4,4.0,2.235549544366629,1.18971854714653,0.49561358811795575,0.0,-0.3724982314939247,-0.6632959594987375,-0.8970499211363125,-1.0893642172519957,-1.250600740429678,-1.3879134667164839
my_5,3.0,1.4790241367633898,0.5201126920897439,-0.1417905860007087,-0.6275017685060744,-1.0,-1.2953587420966364,-1.5357402739927202,-1.735519978876452,-1.9044355201562784,-2.0493211163310137
my_6,2.0,0.6529758318206893,-0.23408226724775538,-0.8644222104060484,-1.336704040501263,-1.704641257903364,-2.0,-2.242782584488093,-2.446219849699073,-2.6194184702804604,-2.76885539957249
my_7,1.0,-0.21630218036415805,-1.0437199277403693,-1.644988049459828,-2.102950078863688,-2.4642597260072794,-2.7572174155119074,-3.0,-3.204824108876793,-3.380209475054621,-3.5322827146962315
my_8,0.0,-1.1143111144709046,-1.8916948071508441,-2.4667598232196477,-2.9106357827480043,-3.264480021123549,-3.553780150300927,-3.7951758911232085,-4.0,-4.176243186564713,-4.329705224072244
my_9,-1.0,-2.0323974419978654,-2.76730245236371,-3.3189085000634266,-3.749399259570322,-4.095564479843722,-4.380581529719539,-4.619790524945379,-4.8237568134352875,-5.0,-5.154021407636044
my_10,-2.0,-2.9650751725940685,-3.6634987675572104,-4.194111345980694,-4.612086533283517,-4.950678883668986,-5.231144600427509,-5.4677172853037685,-5.670294775927756,-5.845978592363956,-6.0
