,opp_0,opp_1,opp_2,opp_3,opp_4,opp_5,opp_6,opp_7,opp_8,opp_9,opp_10
my_0,4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
my_1,7.0,3.0,1.5669703332469207,0.8263507665497789,0.37073888509589303,0.059119289973092126,-0.17068722156259497,-0.3510521965235892,-0.5019310257597351,-0.6406190054266656,-0.8229081003035869
my_2,6.0,3.4330296667530797,2.0,1.0803395708555796,0.4353004747094187,-0.04703654088390952,-0.42683011302508045,-0.7405600398735368,-1.0143453122798074,-1.275693800889385,-1.6342228847067406
my_3,5.0,3.173649233450221,1.91966042914442,1.0,0.2912148866165425,-0.2777133411021877,-0.7514867136838794,-1.1613668458231614,-1.5336709442921526,-1.9025300725285683,-2.43133674183854
my_4,4.0,2.629261114904107,1.5646995252905809,0.7087851133834571,0.0,-0.6030624758058716,-1.1304091802241403,-1.606387807384949,-2.0556054800910553,-2.5174352235587825,-3.2105751909441733
my_5,3.0,1.9408807100269074,1.0470365408839095,0.2777133411021886,-0.39693752419412753,-1.0,-1.5508151246604078,-2.067988867434575,-2.574535935768322,-3.11506180392468,-3.9664910244006797
my_6,2.0,1.1706872215625959,0.42683011302508067,-0.24851328631612102,-0.8695908197758602,-1.4491848753395926,-2.0,-2.536914213331263,-3.0823917337928637,-3.687088669872833,-4.69043452893321
my_7,1.0,0.35105219652358866,-0.2594399601264632,-0.8386331541768381,-1.393612192615051,-1.9320111325654254,-2.463085786668736,-3.0,-3.5660371026365683,-4.21919796928872,-5.367242765720679
my_8,0.0,-0.4980689742402653,-0.985654687720193,-1.4663290557078472,-1.9443945199089452,-2.4254640642316785,-2.917608266207136,-3.4339628973634317,-4.0,-4.682602862875825,-5.965838123092977
my_9,-1.0,-1.3593809945733346,-1.7243061991106154,-2.0974699274714315,-2.482564776441218,-2.8849381960753195,-3.312911330127167,-3.78080203071128,-4.317397137124174,-5.0,-6.400709885806346
my_10,-2.0,-2.1770918996964133,-2.365777115293259,-2.5686632581614592,-2.7894248090558262,-3.0335089755993208,-3.30956547106679,-3.63275723427932,-4.034161876907022,-4.599290114193654,-6.0
